NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,Inferência Fuzzy para análise da Sustentabilidade do setor energético de Pernambuco,2018,Brasil,Português,VAZIO,IXVL00000003,Faculdade dos Guararapes,VAZIO,Inovação e Desenvolvimento,Maria Lúcia Diniz Araújo;Waléria Guerreiro Lima;Fernando Ferreira de Carvalho;,2;3;1;,"ARAUJO, M. L. D.;LIMA, W. G.;CARVALHO, F.;",8491797408318076;
