NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,Ambiente Virtual de Aprendizagem para Alunos do 5° ano: UX Design da investigação ao framework,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Eduardo José Gonçalves de Oliveira;Luiz Francisco Alves de Araujo;Adailton Laporte de Alencar;,1;2;3;,"OLIVEIRA, E. J. G.;Luiz F. de Araújo;ALENCAR, A. L.;",
Mestrado,Transformação Digital em Saúde: Como o Design Pode Auxiliar a Prática Clínica Através da Aquisição de Dados,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Helda Oliveira Barros;Luiz Francisco Alves de Araujo;Clarissa Menezes de Azevedo Soter;Daniella Araujo de Oliveira;,1;2;3;4;,"BARROS, H. O.;Luiz F. de Araújo;SOTER, C. M. A.;OLIVEIRA, D. A.;",
Mestrado,Modelagem Tridimensional Digital Através de Ferramentas de Fotogrametria: Método para Criação com Ferramentas de Baixo Custo,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Eduardo José Gonçalves de Oliveira;NIlson Valdevino Soares;Adailton Laporte de Alencar;Luiz Francisco Alves de Araujo;,1;2;3;4;,"OLIVEIRA, E. J. G.;SOARES, N. V.;ALENCAR, A. L.;Luiz F. de Araújo;",
Mestrado,Observando Experiências de Serviços em Ambientes Imersivos: Uma Análise Sobre a Aplicabilidade da Realidade Virtual como Meio de Pesquisas em Design de Serviços?.,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Eduardo José Gonçalves de Oliveira;Luiz Francisco Alves de Araujo;Anthony Jose da Cunha Carneiro Lins;,1;2;3;,"OLIVEIRA, E. J. G.;ARAUJO, Luiz Francisco A.;LINS, A. J. C. C.;",
Mestrado,A alfabetização Visual no Ensino Médio Integrado por Meio do Design Gráfico,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Luiz Francisco Alves de Araujo;Eduardo José Gonçalves de Oliveira;Danielle Silva Simões Borgiani;,1;2;3;,"ARAUJO, Luiz Francisco A.;OLIVEIRA, E. J. G.;BORGIANI, D. S. S.;",
Mestrado,A Potencialização da Experiência do Usuário no Uso de Realidade Aumentada em Interação com Espaços Públicos,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Eduardo José Gonçalves de Oliveira;NIlson Valdevino Soares;Anthony Jose da Cunha Carneiro Lins;Luiz Francisco Alves de Araujo;,1;2;3;4;,"OLIVEIRA, E. J. G.;SOARES, N. V.;LINS, A. J. C. C.;ARAUJO, Luiz Francisco A.;",
Mestrado,MODELO REFERENCIAL PARA O DESIGN DE SERVIÇOS DE FARMÁCIA UNIVERSITÁRIA A PARTIR DA APLICAÇÃO DO DESIGN THINKING DE SERVIÇOS,2018,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Leonardo Gomez Castilho;Luiz Francisco Alves de Araujo;Cláudia Buhamra Abreu Romero;,1;2;3;,"CASTILHO, L. G.;ARAUJO, Luiz Francisco A.;ROMERO, C. B. A.;",
Mestrado,Acessibilidade Digital ? Participação do Usuário com Deficiência Visual Total Aplicada ao Redesign de Artefato de E-Commerce de Vestuário,2018,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Virginia Carvalho Chalegre;Luiz Francisco Alves de Araujo;Denis Silva da Silveira;,1;2;3;,"CHALEGRE, V. C.;ARAUJO, Luiz Francisco A.;SILVEIRA, D. S.;",
Mestrado,O design Participativo em Experiências Táteis de Pessoas com Cegueira Congênita: Uma Percepção Estética na Arte Contemporânea,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Virginia Carvalho Chalegre;Antúlio de Oliveira;Luiz Francisco Alves de Araujo;Gustavo Henrique da Silva Alexandre;,1;2;3;4;,"CHALEGRE, V. C.;OLIVEIRA, A.;ARAUJO, Luiz Francisco A.;ALEXANDRE, G. H. S.;",
Mestrado,MODELO REFERENCIAL DE FRAMEWORK PARA APLICAÇÃO DO DESIGN THINKING EM ATIVIDADES BASEADAS EM PROJETOS NO ENSINO SUPERIOR,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Luiz Francisco Alves de Araujo;Helda Oliveira Barros;Anthony Jose da Cunha Carneiro Lins;,1;2;3;,"ARAUJO, Luiz Francisco A.;BARROS, H. O.;LINS, A. J. C. C.;",
Mestrado,Análise de Aplicação da Ferramenta Fantastic para o Diagnóstico de Gestão de 15 pontos de Contato de Marca para Melhoria de Customer Experience Design em Pequenos Negócios do Segmento de Artesanato em Manaus,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Luiz Francisco Alves de Araujo;Eduardo José Gonçalves de Oliveira;Adailton Laporte de Alencar;,1;2;3;,"ARAUJO, Luiz Francisco A.;OLIVEIRA, E. J. G.;ALENCAR, A. L.;",
Mestrado,DESIGN E EDUCAÇÃO ? A colaboração do Design no Desenvolvimento de Framework para Auxiliar no Planejamento de Aulas para Uso de Metodologias Ativas na Educação Básica,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Luiz Francisco Alves de Araujo;Erika Cavalcanti Madeira Campos;Hemir da Cunha Santiago;,1;2;3;,"ARAUJO, Luiz Francisco A.;CAMPOS, E. C. M.;SANTIAGO, H. C.;",
