TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
A Systematic Approach for Designing Educational Recommender Systems,2011,Inglês,,"['Patrick Brito', 'Ig Ibert', 'Aydano P. Machado', 'Evandro de Bastos Costa', 'Olavo Holanda', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4', '5', '6']",['6']
A Hypermedia-based Adaptive Educational System for Assisting Students in Systems and Information Technology Domain for Accountability,2016,Português,Springer International Publishing,"['Vidal, Inés Maria González', 'de Barros Costa, Evandro', 'da Silva, Leandro Dias', 'de Araújo, Fabrísia Ferreira', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4', '5']",['5']
Using Artificial Intelligence for Augmentative Alternative Communication for Children with Disabilities,2019,Português,Springer International Publishing,"['Neamtu, Rodica', 'Camara, André', 'Pereira, Carlos', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4']",['4']
What is the Effect of a Dominant Code in an Epistemic Network Analysis?,2019,Português,Springer International Publishing,"['Rafael Ferreira Leite de Mello', 'Ga¿evi¿, Dragan']","['1', '2']",['1']
Desmistificando a adoção de Learning Analytics: um guia conciso sobre ferramentas e instrumentos,2020,Português,"Sociedade Brasileira de Computação, 2020","['FREITAS, ELYDA', 'Taciana Pontual da Rocha Falcão', 'Rafael Ferreira Leite de Mello']","['1', '2', '3']",['3']
Análise de Discussões em Fóruns Educacionais Usando Mineração de Texto e Análise de Grafos,2020,Português,Sociedade Brasileira de Computação,"['Vitor Rolim', 'Rafael Ferreira Leite de Mello', 'Rafael Dueire Lins']","['1', '2', '3']",['2']
Sequence Labeling Algorithms for Punctuation Restoration in Brazilian Portuguese Texts,2022,Português,,"['Tiago Barbosa de Lima', 'Rafael Ferreira Leite de Mello', 'Péricles B. C. de Miranda', 'Moesio Wenceslau', 'Ig Ibert Bittencourt', 'THIAGO DAMASCENO CORDEIRO', 'Jário José']","['1', '2', '3', '4', '5', '6', '7']",['2']
Aplicação da Inteligência Computacional no Judiciário,2022,Português,FGV,"['André Câmara', 'José Leovigildo Coelho', 'Péricles B. C. de Miranda', 'Rafael Ferreira Leite de Mello']","['1', '2', '3', '4']",['4']
