PESQUISA,OBJECTIVE,YEAR_INI,YEAR_FIN
Reconstrução 3D,Desenvolvimento de tecnologia de reconstrução 3D a partir de imagens 2D. Tendo a tecnologia o objetivo de permitir a reconstrução em três dimensões de cenas complexas capturadas do mundo real.,2008,2010
