NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,Sistema Inteligente Baseado em Machine Learning para Predição de Grupo de Risco a Evasão Discente,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Felipe Silva;Maria Carolina Torres da Silva;Erico Souza Teixeira;,1;2;3;,"SILVA, F.;SILVA, M. C. T.;Teixeira, Erico S.;",
Mestrado,Business Intelligence para melhorias dos investimentos públicos destinados aos estudantes do IFPE,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Maria Carolina Torres da Silva;Francisco Ícaro do Nascimento Ribeiro;Erico Souza Teixeira;,1;2;3;,"SILVA, M. C. T.;RIBEIRO, F. I. N.;Teixeira, Erico S.;",
Mestrado,Uso de Aprendizado de Máquina para Classificação de Cenas Acústicas Envolvendo Violência Doméstica,2019,Brasil,Português,VAZIO,000200000993,CESAR School,VAZIO,Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Péricles Barbosa Cunha de Miranda;Erico Souza Teixeira;,1;2;3;,"Ana  Paula Carvalho Cavalcanti Furtado;MIRANDA, P. B. C.;Teixeira, Erico S.;",
Mestrado,Aplicação de Aprendizado de Máquina para auxiliar na predição do diagnóstico de bacteremia,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Melissa Barbosa Pontes;Erico Souza Teixeira;Maria Luiza de Medeiros Amaro;,1;2;3;,"PONTES, M. B.;TEIXEIRA, E. S.;AMARO, M. L. M.;",
Mestrado,PREDIÇÃO DE IRREGULARIDADE FISCAL ATRAVÉS DE APRENDIZADO DE MÁQUINA: UM ESTUDO DE CASO NO MUNICÍPIO DE FORTALEZA,2021,Brasil,Português,VAZIO,000200000993,CESAR School,VAZIO,Engenharia de Software,Rodrigo Carneiro Leão Vieira da Cunha;Erico Souza Teixeira;Alandson Mendonça Ribeiro Meireles;,1;2;3;,"CUNHA, R. C. L. V.;TEIXEIRA, E. S.;MEIRELES, A. M. R.;",
