PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Projeto WTseg,2015,2016,DESENVOLVIMENTO,"['Eronides Felisberto da Silva Neto', 'Juliano Bandeira Lima', 'Thiago Campos Vasconcelos', 'Leonardo Morais da Silva']","['NAO', 'SIM', 'NAO', 'NAO']"
"Ferramentas Matemáticas para Técnicas de Proteção à Informação Multimídia Digital: Estudo de Aspectos Teóricos, Implementação em Software e Análise de Segurança",2012,2013,OUTRA,"['Eronides Felisberto da Silva Neto', 'Juliano Bandeira Lima', 'Rysthefane Dumont Rocha Reis Costa']","['NAO', 'SIM', 'NAO']"
