TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
DESENVOLVIMENTO DE TECNOLOGIAS PARA A EDUCAÇÃO MATEMÁTICA AVANÇOS E DESAFIOS,2010,Português,SBEM,"['Franck Bellemain', 'Verônica Gitirana Gomes Ferreira', 'Paula Moreira Baltar Bellemain', 'Juliana Pereira Gonçalves de Andrade Araripe']","['1', '2', '3', '4']",['4']
