PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Curso básico de Photoshop CS5,2011,2011,EXTENSAO,['Rodrigo Rios de Larrazabal'],['SIM']
Curso básico de Indesign CS6,2013,2013,EXTENSAO,['Rodrigo Rios de Larrazabal'],['SIM']
Tratamento de imagem,2010,2010,EXTENSAO,['Rodrigo Rios de Larrazabal'],['SIM']
Curso básico de Illustrator CS5,2010,2010,EXTENSAO,['Rodrigo Rios de Larrazabal'],['SIM']
