NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,"Fábrica de Software com Instrumento de Geração de Capital Humano, Empreendedorismo e Inovação em Unidades Academicas",2010,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;,1;,"CAVALCANTI, A. P. C.;",
Mestrado,Um Processo para Gestão de Requisitos em Desenvolvimento Distribuído de Software Baseado no CMMI,2013,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,felipe santana furtado soares;Maria da Conceição Moraes Batista;Ana Paula Carvalho Cavalcanti Furtado;,1;2;3;,"SOARES, F. S. F.;BATISTA, M. C. M.;CAVALCANTI, A. P. C.;",
Mestrado,"Proposta de um Conjunto de Métricas Ágeis Aderentes ao Processo de Medição Nível F do MPS.BR, de Acordo com Empresas Certificadas, Avaliadores e Implementadores",2015,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Ivaldir Honório de Farias Junior;Allan Rodrigo dos Santos Araújo;,1;2;3;,"CAVALCANTI, A. P. C.;FARIAS JUNIOR, I. H.;ARAUJO, A. R. S.;",
Mestrado,Uma Abordagem para Estimativa de Custo em Teste Automático,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Alberto Cesar Cavalcanti França;Marcelo Luiz Monteiro Marinho;,1;2;3;,"FURTADO, ANA PAULA CAVALCANTI;FRANCA, A. C. C.;MARINHO, M. L. M.;",
Mestrado,Uma Abordagem para a Escrita e Execução de Testes de Aceitação Automatizados Utilizando a Técnica de Desenvolvimento Ágil BDD,2018,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Ivaldir Honório de Farias Junior;Gustavo Alves;,1;2;3;,"FURTADO, ANA PAULA CAVALCANTI;FARIAS JUNIOR, I. H.;ALVES, G.;",
Mestrado,Processo de Teste de Software Aderente aos Conceitos Lean - Estudo de Caso e Grupo Focal,2016,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Fernando Selleri Silva;Allan Rodrigo dos Santos Araújo;,1;2;3;,"FURTADO, ANA PAULA CAVALCANTI;SILVA, F. S.;ARAUJO, A. R. S.;",
Mestrado,Uma Ferramenta Visual para Concepção de Jogos Educacionais de Engenharia de Software Sob a Ótica Motivacional,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Alberto Cesar Cavalcanti França;Yuska Paola Costa Aguiar;,1;2;3;,"FURTADO, ANA PAULA CAVALCANTI;FRANCA, A. C. C.;AGUIAR, Y. P. C.;",
Mestrado,Estudo Diário sobre Padrões de Estresse em Desenvolvedores de Software,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Alberto Cesar Cavalcanti França;Cleviton Vinicius Fonseca Monteiro;,1;2;3;,"FURTADO, ANA PAULA CAVALCANTI;FRANCA, A. C. C.;MONTEIRO, C. V. F.;",
Mestrado,OCTA: Uma Ferramenta para Apoiar a Escrita de Testes de Software no Contexto de Oracles,2018,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Lucas Albertins de Lima;Melissa Barbosa Pontes;,1;2;3;,"FURTADO, ANA PAULA CAVALCANTI;LIMA, L. A.;PONTES, M. B.;",
Mestrado,Aprendizagem Baseada em Projetos no Ensino de Fundamentos de Programação: Uma Abordagem Gameficada,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,WALQUIRIA CASTELO BRANCO LINS;Ana Paula Carvalho Cavalcanti Furtado;Maria Auxiliadora Soares Padilha;,1;2;3;,"LINS, W. C. B.;FURTADO, ANA PAULA CAVALCANTI;PADILHA, M. A. S.;",
Mestrado,Aplicação de Priorização de Casos de Teste Manuais Baseado em Requisitos,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ivaldir Honório de Farias Junior;Melissa Barbosa Pontes;Ana Paula Carvalho Cavalcanti Furtado;,1;2;3;,"FARIAS JUNIOR, I. H.;PONTES, M. B.;FURTADO, ANA PAULA CAVALCANTI;",
Mestrado,Uso de Aprendizado de Máquina para Classificação de Cenas Acústicas Envolvendo Violência Doméstica,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Erico Souza Teixeira;Péricles Barbosa Cunha de Miranda;,1;2;3;,"FURTADO, ANA PAULA CAVALCANTI;TEIXEIRA, E. S.;MIRANDA, P. B. C.;",
Mestrado,Testes de Sistemas de Classificação de Cenas Acústicas Utilizando Relações Metamórficas,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Lucas Albertins de Lima;Rodrigo Botelho Cursino;,1;2;3;,"FURTADO, ANA PAULA CAVALCANTI;LIMA, L. A.;CURSINO, R. B.;",
Mestrado,SmaCoViL: Uma Linguagem de Modelagem Específica de Domínio para Geração de Contratos Inteligentes em Blockchain,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Felipe Silva Ferraz;Ana Paula Carvalho Cavalcanti Furtado;Fernando Antônio Aires Lins;,1;2;3;,"FERRAZ, F. S.;FURTADO, ANA;LINS, F. A. A.;",
Mestrado,PIMP: Um Processo para Implantação de Melhoria de Processos de Software,2015,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Metrado Profissional em Engenharia de Software,Ana Paula Carvalho Cavalcanti Furtado;Ivaldir Honório de Farias Junior;WALQUIRIA CASTELO BRANCO LINS;,1;2;3;,"CAVALCANTI, A. P. C.;FARIAS JUNIOR, I. H.;LINS, W. C. B.;",
