PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
ANAKAN: Uma Ferramenta para Construção Automática de Ontologias a partir de Textos em Linguagem Natural,2015,2016,DESENVOLVIMENTO,"['João Antônio Chagas Nunes', 'Ryan Ribeiro de Azevedo']","['SIM', 'NAO']"
Métodos de extração de características para reconhecimento de imagens com possível aplicações em reconhecimento facial,2016,2017,PESQUISA,"['João Antônio Chagas Nunes', 'Tiago Buarque Assunção de Carvalho']","['SIM', 'NAO']"
