INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal de Pernambuco,2007,01,01,01,Comunicação Social - Jornalismo,GRADUACAO,"['Comunicação, Tecnologia e Cibercultura']"
Centro de Estudos e Sistemas Avançados do Recife,2011,08,08,08,Técnico em Programação de Jogos Digitais,ENSINO-MEDIO,"['Arte para Jogos Digitais', 'Cultura dos Jogos Digitais', 'Oficina de Jogos Analógicos']"
Centro de Estudos e Sistemas Avançados do Recife,2011,08,08,08,Técnico em Arte e Multimídia para Jogos Digitais,ENSINO-MEDIO,"['Cultura dos Jogos Digitais', 'Oficina de Jogos Analógicos', 'Arte para Jogos Digitais']"
Centro de Estudos e Sistemas Avançados do Recife,2018,,ATUAL,ATUAL,Pós-graduação em Design de Interação para Artefatos Digitais,ESPECIALIZACAO,"['Gamificação', 'Sociedade, Tecnologia e Tendência']"
Centro de Estudos e Sistemas Avançados do Recife,2019,,ATUAL,ATUAL,Design,GRADUACAO,"['Game Design', 'História e Teoria do Design I', 'História e Teoria do Design II', 'Projeto I', 'Projeto II', 'Fundamentos de Projeto III - Metodologia de Pesquisa Científica']"
Centro de Estudos e Sistemas Avançados do Recife,2020,,ATUAL,ATUAL,Mestrado Profissional em Design de Artefatos Digitais,POS-GRADUACAO,"['Playable Cities', 'Tecnologia, Cultura e Design']"
Centro de Estudos e Sistemas Avançados do Recife,2021,,ATUAL,ATUAL,Mestrado Profissional em Design,POS-GRADUACAO,"['Design e Tendência II - Tecnologia, Cultura e Sociedade']"
