TITULO,ANO,PAIS,INSTITUICAO_FINANCIADORA,CATEGORIA,TIPO,CODIGO,DATA_PEDIDO_DEPOSITO,INSTITUICAO_DEPOSITO,NOME_AUTOR,NOME_CITACAO
"PRATELEIRA MONTESSORIANA, MÉTODO MONTESSORIANO EM PRATELEIRA E KIT PARA ADAPTAÇÃO DE PRATELEIRA",2017,Brasil,VAZIO,Produto,PRIVILEGIO_DE_INOVACAO_PI,BR10201702261,VAZIO,INPI - Instituto Nacional da Propriedade Industrial,BRUNO SPANEVELLO PERGHER;Yvana Oliveira de Alencastro;RODRIGO ANTÔNIO MARQUES BRAGA;RÉGIO PIERRE DA SILVA;JOSÉ LUÍS FARINATTI AYMONE;Jocelise Jacques de Jacques;,
