NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,LinPQP: Uma linguagem para descrição de circuitos quânticos que possibilita o cálculo das operações na GPU utilizando JOCL,2015,Brasil,Português,VAZIO,033800000001,Universidade Federal Rural de Pernambuco,VAZIO,Informática Aplicada,Tiago Ferreira;Ricardo Martins de Abreu Silva;Wilson de Oliveira;Rafael Ferreira Leite de Mello;,1;3;4;2;,"Tiago Ferreira;Ricardo Martins de Abreu Silva;Wilson de Oliveira;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,Sistemas de Recomendação Baseados em Contexto Fïsico e Social,2016,Brasil,Português,VAZIO,002100000009,Universidade Federal de Pernambuco,VAZIO,Ciências da Computação,Patrícia Cabral de Azevedo Restelli Tedesco;Ricardo Pudêncio;Rafael Ferreira Leite de Mello;,1;3;2;,"Patrícia Tedesco;PUDENCIO, R.;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,Algoritmos de seleção de características personalizados por classe para categorização de textos,2016,Brasil,Português,VAZIO,002100000009,Universidade Federal de Pernambuco,VAZIO,Ciências da Computação,"CAVALCANTI, GEORGE D.C.;Fred Freitas;Rafael Ferreira Leite de Mello;",1;3;2;,"CAVALCANTI, GEORGE D.C.;Fred Freitas;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,Beck: Um Chatbot Baseado na Terapia Cognitivo-Comportamental para Apoiar Adolescentes com Depressão,2017,Brasil,Português,VAZIO,002100000009,Universidade Federal de Pernambuco,VAZIO,Ciências da Computação,Patrícia Cabral de Azevedo Restelli Tedesco;Flávia de Almeida Barros;Rafael Ferreira Leite de Mello;,1;3;2;,"Patrícia Tedesco;Flávia Barros;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,Sumarização Automática de Textos de Notícias Baseada na Classe do Documento,2020,Brasil,Português,VAZIO,002100000009,Universidade Federal de Pernambuco,VAZIO,Ciências da Computação,Fred Freitas;Rafael Dueire Lins;Rafael Ferreira Leite de Mello;,2;3;1;,"Fred Freitas;Rafael D. Lins;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,An investigation into the Effects of Label Noise on Dynamic Selection Algorithms,2020,Brasil,Inglês,VAZIO,002100000009,Universidade Federal de Pernambuco,VAZIO,Ciências da Computação,Tsang Ing Ren;George Darmiton;Rafael Ferreira Leite de Mello;,2;3;1;,"REN, T. I.;DARMITON, G.;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,Using structured and unstructured data for product price prediction,2020,Brasil,Inglês,VAZIO,002100000009,Universidade Federal de Pernambuco,VAZIO,Ciências da Computação,Hansanclever de França;Luciano de Andrade Barbosa;Rafael Ferreira Leite de Mello;,2;3;1;,"FRANCA, H.;BARBOSA, L. A.;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,Mineração de dados não estruturados utilizando uma combinação de redes complexas e ensemble dinâmico,2019,Brasil,Português,VAZIO,061400000000,Universidade de Pernambuco,VAZIO,Engenharia da Computação,Roberta Andrade de Araújo Fagundes;Alexandre Magno Maciel;Rafael Ferreira Leite de Mello;,2;3;1;,"FAGUNDES, R. A. A.;MACIEL, A. M.;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,"Uma Abordagem para Descoberta, Composição e Inovação AUtomática de Serviços Semânticos para o Domínio de Mineração de Dados",2018,Brasil,Português,VAZIO,033100000009,Universidade Federal de Alagoas,VAZIO,Informática,Evandro de Barros Costa;Baldoino Fonseca dos Santos Neto;Rafael Ferreira Leite de Mello;,2;3;1;,"Costa, Evandro;SANTOS NETO, B. F.;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
Mestrado,Um Estudo Exploratório sobre os Aspectos que Influenciam na Eficiência da Predição de Sucesso Acadêmico de Alunos de Programação Introdutória,2019,Brasil,Português,VAZIO,033100000009,Universidade Federal de Alagoas,VAZIO,Informática,Evandro de Barros Costa;Baldoino Fonseca dos Santos Neto;Rafael Ferreira Leite de Mello;,2;3;1;,"Costa, Evandro;SANTOS NETO, B. F.;Rafael Ferreira;Ferreira, Rafael;Rafael Mello;RAFAEL MELLO;MELLO, RAFAEL FE;FERREIRA'MELLO, RAFAEL;MELLO, RAFAEL FERREIRA;Ferreira Mello, Rafael;Rafael Ferreira Mello;MELLO, RAFAEL FERREIRA LEITE DE;MELLO, RAFAEL;FERREIRAMELLO, RAFAEL;MELLO, RAFAEL F. L.;",6190254569597745;
