PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
SIGCONFEX,2009,2010,EXTENSAO,"['Fernando Ferreira de Carvalho', 'João Eulino', 'Elyda Xavier', 'Diogenes Oliveria', 'Bruno Freitas', 'Nathalia Ellen', 'André Galindo', 'Humberto Rocha']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Smart Labs - Laboratórios de automação da Industria 4.0 e IoT - Internet das Coisas,2019,ATUAL,PESQUISA,"['Fernando Ferreira de Carvalho', 'Jorge Fonseca']","['NAO', 'SIM']"
