PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Smart Education - Uma ferramenta WEB para avaliação e acompanhamento do aprendizado do aluno.,2007,2008,PESQUISA,"['Gustavo Henrique da Silva Alexandre', 'SANTOS, SIMONE C.']","['NAO', 'SIM']"
PBL Planner Toolkit: Uma Ferramenta para o Planejamento da Abordagem PBL no Ensino de Computação,2014,2018,PESQUISA,"['Gustavo Henrique da Silva Alexandre', 'SANTOS, SIMONE C.']","['NAO', 'SIM']"
