PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Jogos educativos eletrônicos para tablets como ferramenta pedagógica no ensino médio,2014,2015,PESQUISA,"['Diego de Freitas Bezerra', 'Leonardo Soares e Silva', 'Alexandre Jorge Nascimento Silva', 'Alana Maria Tenorio Elias', 'Everaldo Ferreira de Goes Júnior', 'Daiane Xavier de Oliveira', 'Miguel Vitorino Corrêa da Silva', 'Luís Fernando Rocha Lima', 'Itamar Bernardo', 'Aline Tenório']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Aplicação de Teoria do Controle Supervisório em Sistema IoT Multiusuário para Telemetria de Parâmetros Ambientais,2018,2020,PESQUISA,"['Diego de Freitas Bezerra', 'Glauco Estácio Gonçalves', 'Clodoalves da Silva Júnior', 'Nichene Joslin Verçosa', 'ANTONIO, WELLINGTON', 'DE MEDEIROS, VICTOR']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
Identificação do Self nas redes sociais virtuais: ferramentas de análise semióticas e computacionais,2016,2017,PESQUISA,"['Diego de Freitas Bezerra', 'Robson Santos de Oliveira']","['NAO', 'SIM']"
High Availability SFCs allocation in Distributed Cloud (SFC-DCA),2020,2021,PESQUISA,"['Diego de Freitas Bezerra', 'Glauco Estácio Gonçalves', 'Djamel Fawzi Hadj Sadok', 'Patricia Takako Endo', 'Judith Kelner', 'Guto Leoni Santos', 'Leylane Graziele Ferreira da Silva', 'Élisson da Silva Rocha', 'André Moreira']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
High Availability SFCs allocation in Distributed Cloud II (SFC-DCA II),2021,2022,PESQUISA,"['Diego de Freitas Bezerra', 'Djamel Fawzi Hadj Sadok', 'André Moreira', 'SANTOS, GUTO LEONI', 'KELNER, JUDITH', 'ENDO, PATRICIA TAKAKO', 'GONÇALVES, GLAUCO ESTÁCIO', 'DA SILVA ROCHA, ÉLISSON']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Distributed Cloud Availability (DCA),2019,2020,PESQUISA,"['Diego de Freitas Bezerra', 'Glauco Estácio Gonçalves', 'Djamel Fawzi Hadj Sadok', 'Patricia Takako Endo', 'Judith Kelner', 'Guto Leoni Santos', 'Leylane Graziele Ferreira da Silva', 'Élisson da Silva Rocha', 'André Moreira']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
Estudo de aplicação da Realidade Virtual e Aumentada no Ensino Médio Integrado do IFNMG Campus Arinos como ferramenta complementar ao ensino,2021,2022,PESQUISA,"['Diego de Freitas Bezerra', 'Danilo Silveira Martins', 'Hugo Frederico Souza Hoch', 'Luara Brito Peixoto', 'João Pedro Silva Prado']","['NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
