TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Towards a Software Power Cost Analysis Framework Using Colored Petri Net,2004,Inglês,SpringerLink,"['Meuse Nogueira de Oliveira Junior', 'Fernando Ferreira de Carvalho', 'Raimundo da Silva Barreto', 'Paulo Romero Matins Maciel']","['1', '2', '3', '4']",['2']
