TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Do Refresco Elétrico a Bowsette: formação de comunidade nos jogos digitais,2020,,Português,Logos (Rio de Janeiro. Online),XX,1982-2391,"['Nilson Valdevino Soares', 'Luis Carlos Petry']","['1', '2']",['1'],-99
A voz dos jogadores: apropriação e produção de conteúdo nos games no contexto da 8ª geração dos consoles,2017,,Português,"Metamorfose. Revista Interdisciplinar de Arte, Ciência e Tecnologia",XX,2525-832X,"['Nilson Valdevino Soares', 'Luís Carlos Petry']","['1', '2']",['1'],-99
