TITULO,ANO,PAIS,INSTITUICAO_FINANCIADORA,CATEGORIA,TIPO,CODIGO,DATA_PEDIDO_DEPOSITO,INSTITUICAO_DEPOSITO,NOME_AUTOR,NOME_CITACAO
PROCESSO DE SISTEMA QUE PERMITE A DIGITALIZAÇÃO E RECONHECIMENTO DE TEXTOS MANUSCRITOS EM PORTUGUÊS UTILIZANDO INTELIGÊNCIA ARTIFICIAL,2022,Brasil,VAZIO,Produto e Processo,PRIVILEGIO_DE_INOVACAO_PI,BR10202201087,VAZIO,INPI - Instituto Nacional da Propriedade Industrial,Rafael Ferreira Leite de Mello;CARLOS DOS SANTOS PORTELA;EDSON KOITI KUDO YASOJIMA;JÁRIO JOSÉ DOS SANTOS JÚNIOR;LENARDO CHAVES E SILVA;LIVIANE PONTE REGO;MAURICIO RONNY DE ALMEIDA SOUZA;PAULA TOLEDO PALOMINO;RODRIGO LISBÔA PEREIRA;SOFIA DE ALMEIDA PRADO SIMANKE;THIAGO DAMASCENO CORDEIRO;SEIJI ISOTANI;IG IBERT BITTENCOURT SANTANA PINTO;Diego Dermeval Medeiros da Cunha Matos;ALAN PEDRO DA SILVA;ALBINO RODRIGUES DE BRITO JUNIOR;ÁLVARO ALVARES DE CARVALHO CÉSAR SOBRINHO;,
