NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,Ready to Future: Foresight Framework para Identificação de Problemas do Futuro,2018,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Design,Wilson Silva Prata;Sylker Teles da Silva;Marcello Caldas Bressan;,1;2;3;,"PRATA, W. S.;SILVA, S. T.;BRESSAN, M. C.;",
