PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
TechPetro,2007,2010,PESQUISA,"['Andréa Gomes dos Santos', 'Judith Kelner', 'Verônica Teichrieb']","['NAO', 'SIM', 'NAO']"
Inovação com Impacto em Saúde Bucal,2017,ATUAL,EXTENSAO,"['Andréa Gomes dos Santos', 'Gustavo Alexandre', 'Luiz Araújo']","['SIM', 'NAO', 'NAO']"
