INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Universidade Federal Rural de Pernambuco,2013,,ATUAL,ATUAL,Ciência da Computação,GRADUACAO,"['Matemática Discreta I', 'Mineração de Texto', 'Reconhecimento de Padrões', 'Tópicos Avançados em Inteligência Artificial']"
Universidade Federal Rural de Pernambuco,2013,,ATUAL,ATUAL,Física,GRADUACAO,['Cálculo Numérico']
Universidade Federal Rural de Pernambuco,2013,,ATUAL,ATUAL,Licenciatura em Computação,GRADUACAO,['Prática de Ensino de Programação']
