TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Digital Poetry Circuit: Methodology for Cultural Applications with AR in Public Spaces,2021,Português,Springer International Publishing,"['Barros, Vladimir', 'Oliveira, Eduardo', 'Luiz Francisco Alves de Araujo']","['1', '2', '3']",['3']
PROVA COLA,2020,Português,Instituto Oi Futuro,"['Erika Pessoa Araújo', 'Luiz Francisco Alves de Araujo', 'Danielle Nathália Gomes da Silva']","['1', '2', '3']",['2']
Analysis of Improved User Experience When Using AR in Public Spaces,2021,Inglês,Springer International Publishing,"['Barros, Vladimir', 'Oliveira, Eduardo', 'Luiz Francisco Alves de Araujo']","['1', '2', '3']",['3']
