INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Faculdade de Ciências Humanas Esuda,2016,,ATUAL,ATUAL,Arquitetura e Urbanismo,GRADUACAO,"['Geometria Descritiva', 'Geometria Gráfica Bidimensional', 'Perspectiva', 'Topografia']"
Faculdade de Ciências Humanas Esuda,2018,,ATUAL,ATUAL,Arquitetura &amp; Urbanismo,ESPECIALIZACAO,"['Metodologia de Pesquisa', 'Novas Tecnologias e Materiais em Arquitetura e Engenharia']"
Faculdade de Ciências Humanas Esuda,2018,,ATUAL,ATUAL,Design de Interiores,GRADUACAO,"['Fundamentos do Design', 'Arte, Design e Ecodesign', 'Ergonomia e Mobiliário', 'Projeto digital de Interiores Residencial']"
C.E.S.A.R. School,2020,,ATUAL,ATUAL,Mestrado em Design,POS-GRADUACAO,['Design de Tendências II']
C.E.S.A.R. School,2020,,ATUAL,ATUAL,Design de Interação para Artefatos Digitais,ESPECIALIZACAO,['Pitch &amp;amp; Apresentações de Projetos']
C.E.S.A.R. School,2020,,ATUAL,ATUAL,Design,GRADUACAO,['Design de Interfaces']
Universidade Católica de Pernambuco,2020,12,12,12,Tecnologias do Design,POS-GRADUACAO,"['Design Positivo', 'Tecnologias Interativas do Design']"
