INSTITUTION,YEAR_INI,YEAR_FIN,MONTH_INI,MONTH_FIN,COURSE,TYPE,DISC
Faculdade dos Guararapes,2020,12,12,12,ESPECIALIZAÇÃO EM GESTÃO DA COMUNICAÇÃO DIGITAL E MÍDIAS SOCIAIS,POS-GRADUACAO,['Narrativas Digitais']
Faculdade dos Guararapes,2020,06,06,06,PÓS-GRADUAÇÃO EM MARKETING E COMUNICAÇÃO PARA MÍDIAS DIGITAIS,POS-GRADUACAO,['Tendências e Futuring']
Centro de Estudos e Sistemas Avançados do Recife,2021,07,07,07,Design,GRADUACAO,['Estudo de Futuros']
Centro de Estudos e Sistemas Avançados do Recife,2021,07,07,07,Design,GRADUACAO,['Design Especulativo']
