TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Projeto Um Computador Por Aluno Pesquisas e perspectivas,2012,Português,VAZIO,"['Henrique Braga Foresti', 'Marta Fernanda de Araujo Bibiano', 'Rogério da Silva Ignácio', 'Patricia Smith Cavalcante', 'Federico Martim Andrade Bacigalupe']","['1', '2', '3', '4', '5']",['1']
