PESQUISA,OBJECTIVE,YEAR_INI,YEAR_FIN
"Representações semióticas, educação à distância, aprendizagem colaborativa suportada por computador, Engenharia de Softwares Educativos",Desenvolvimento e uso de estratégias de elaboração de ferramentas colaborativas de ensino à distância de objetmos matemáticos.,2010,ATUAL
