TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
A Teoria do Flow na contribuição do engajamento estudantil para apoiar a escolha de jogos no ensino de programação,2015,,Português,Simpósio Brasileiro de Informática na Educação,XX,2316-6533,"['Tatyane Souza Calixto da Silva', 'Jeane Cecília Bezerra de Melo', 'Patricia Cabral de Azevedo Restelli Tedesco']","['1', '2', '3']",['1'],-99
Um modelo para promover o engajamento estudantil no aprendizado de programação utilizando gamification,2016,,Português,Anais dos Workshops do Congresso Brasileiro de Informática na Educação,XX,2316-8889,"['Tatyane Souza Calixto da Silva', 'Jeane Cecília Bezerra de Melo', 'Patricia Cabral de Azevedo Restelli Tedesco']","['1', '2', '3']",['1'],-99
Um Modelo para Promover o Engajamento Estudantil no Aprendizado de Programação Utilizando Gamification,2018,10.5753/rbie.2018.26.03.120,Português,REVISTA BRASILEIRA DE INFORMÁTICA NA EDUCAÇÃO,XX,1414-5685,"['Tatyane Souza Calixto da Silva', 'DE MELO, JEANE CECÍLIA BEZERRA', 'TEDESCO, PATRICIA CABRAL DE AZEVEDO RESTELLI']","['1', '2', '3']",['1'],-99
Adoletras: Uma Análise do Jogo em Realidade Aumentada para Auxiliar na Alfabetização,2019,,Português,"Seminário de Jogos Eletrônicos, Educação e Comunicação",XX,2177-6989,"['Tatyane Souza Calixto da Silva', 'Mariana Marinho da Silva', 'Jeane Cecília Bezerra de Melo']","['1', '2', '3']",['1'],-99
Creative Learning in Problem Solving and Development of Computational Thinking,2021,,Português,Communications in Computer and Information Science,XX,1865-0937,"['Tatyane Souza Calixto da Silva', 'Jeane Cecília Bezerra de Melo', 'Patricia Cabral de Azevedo Restelli Tedesco']","['1', '2', '3']",['1'],-99
