TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Pesquisa bibliográfica no contexto brasileiro sobre a aplicação do design etnográfico como forma de potencializar projetos de design,2018,10.21714/1679-18272018v16Ed.p222-230,Português,GESTÃO.ORG,XX,1679-1827,"['SOUZA, ANGÉLICA PORTO CAVALCANTI DE', 'Camille Nascimento Santiago Caminha', 'CAMPOS, FÁBIO', 'CUNHA FILHO, PAULO CARNEIRO DA']","['1', '2', '3', '4']",['2'],-99
Automated and connected? Smartphones and automobility through the global south,2018,10.1080/23800127.2018.1505263,Inglês,Applied Mobilities,XX,2380-0127,"['PINK, SARAH', 'GOMES, ALEX', 'ZILSE, RENATA', 'LUCENA, ROSAMARIA', 'PINTO, JANANDA', 'PORTO, ANGÉLICA', 'Camille Nascimento Santiago Caminha', 'DE SIQUEIRA, GERALDINA MARIA', 'DUARTE DE OLIVEIRA, MARIANA']","['1', '2', '3', '4', '5', '6', '7', '8', '9']",['7'],-99
