TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Pensamento Computacional e Criatividade: uma análise da percepção dos discentes sobre a prática docente,2017,Português,,"['Tatyane Souza Calixto da Silva', 'Jeane Cecília Bezerra de Melo', 'Patricia Cabral de Azevedo Restelli Tedesco']","['1', '2', '3']",['1']
A importância do Blogquest como estratégia pedagógica no processo de ensino-aprendizagem,2013,Português,Universitária-UFPE,"['Tatyane Souza Calixto da Silva', 'Jeane Cecília Bezerra de Melo']","['1', '2']",['1']
