TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
O workshop como ferramenta de pesquisa em design: uma análise do periódico design studies entre os anos de 2006 e 2015,2016,,Português,"Revista de Design, Tecnologia e Sociedade",XX,2525-7471,"['Bruna Lummertz Lima', 'Adriana Galli Velho', 'Matheus Knebel', 'Yvana Oliveira de Alencastro', 'Júlio Carlos de Souza Van der Linden']","['1', '2', '3', '4', '5']",['4'],-99
O DESIGN E O CONTEXTO ?WICKED? ATRAVÉS DA RESOLUÇÃO DE PROBLEMAS: DO ATUAL AO REVISITADO,2018,,Português,REVISTA EDUCAÇÃO GRÁFICA,XX,2179-7374,"['Fernando S. Ximenes', 'Yvana Oliveira de Alencastro', 'Júlio Carlos de Souza Van der Linden', 'Luiz Henrique Alves Candido', 'Jocelise Jacques de Jacques']","['1', '2', '3', '4', '5']",['2'],-99
Ferramentas de digitalização 3D faça-você-mesmo na preservação do patrimônio cultural,2019,10.20435/inter.v0i0.1744,Português,INTERAÇÕES,B5,1984-042X,"['Yvana Oliveira de Alencastro', 'DANTAS, PAULO VICTOR DE FARIAS', 'SILVA, FÁBIO PINTO DA', 'JACQUES, JOCELISE JACQUES DE']","['1', '2', '3', '4']",['1'],-99
