PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Inter-domain Ad-hoc Routing,2008,2010,PESQUISA,"['Rodrigo Diego Melo Amorim', 'Djamel Fawzi Hadj Sadok', 'Eduardo Luzeiro Feitosa', 'Judith Kelner', 'Rafael Roque Aschoff', 'Eduardo James Pereira Souto', 'Lars Westberg', 'Josias Barbosa de Lima Junior', 'Bruno Filipe de Oliveira Lins']","['NAO', 'NAO', 'NAO', 'NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO']"
Segurança da Informação em Redes de Controle e Automação (SIRCAM),2006,2008,PESQUISA,"['Rodrigo Diego Melo Amorim', 'Djamel Fawzi Hadj Sadok', 'Eduardo Luzeiro Feitosa', 'Bruno Filipe de Oliveira Lins', 'Ademir Carvalho Junior', 'Luis Eduardo Oliveira', 'Ubiratan A. Carmo']","['NAO', 'NAO', 'SIM', 'NAO', 'NAO', 'NAO', 'NAO']"
SEFIN - Secure Fieldwork Network,2011,2014,DESENVOLVIMENTO,['Rodrigo Diego Melo Amorim'],['SIM']
Segurança da Informação da Rede de Controle e Automação - fase 2,2013,ATUAL,DESENVOLVIMENTO,"['Rodrigo Diego Melo Amorim', 'Ernani Madureira de Azevedo', 'Djamel Fawzi Hadji Sadok', 'Gregório Patriota Correia', 'Marcos Vinícius da Silva Machado', 'Daneil Rosendo']","['SIM', 'NAO', 'NAO', 'NAO', 'NAO', 'NAO']"
