TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
How to Apply Problem-Based Learning in a Managed Way? A Case in Computing Education,2019,Português,Springer International Publishing,"['dos Santos, Simone C.', 'Gustavo Henrique da Silva Alexandre', 'Rodrigues, Ariane Nunes', 'SOUZA, PRISCILA B.']","['1', '2', '3', '4']",['2']
