PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
O Discurso Lúdico ? um estudo sobre a narrativa dos jogos,2010,2015,PESQUISA,"['Leo Falcão', 'Leonardo Henrique Lago Falcão', 'Geber Lisboa Ramalho']","['NAO', 'NAO', 'SIM']"
Ferramentas Narrativas Aplicadas a Jogos Eletrônicos,2008,2010,PESQUISA,"['Leo Falcão', 'Leonardo Henrique Lago Falcão']","['NAO', 'SIM']"
