PROJ,YEAR_INI,YEAR_FIN,NATUREZA,INTEGRANTES,COORDENA
Interações a Distância para a aprendizagem de Álgebra Linear: elicitando requisitos para a elaboração de softwares colaborativos de geometria dinâmica,2008,2010,PESQUISA,"['Juliana Pereira Gonçalves de Andrade Araripe', 'Verônica Gitirana Gomes Ferreira']","['NAO', 'SIM']"
Orquestração e avaliação de situações de aprendizagem colaborativa em matemática com suporte computacional,2013,ATUAL,PESQUISA,"['Juliana Pereira Gonçalves de Andrade Araripe', 'Franck Bellemain', 'Veronica Gitirana Gomes Ferreira', 'Paula Baltar Bellemain']","['SIM', 'NAO', 'NAO', 'NAO']"
PACTO NACIONAL PELA EDUCAÇÃO NA IDADE CERTA,2014,ATUAL,EXTENSAO,"['Juliana Pereira Gonçalves de Andrade Araripe', 'Telma Ferraz Leal']","['NAO', 'SIM']"
PROJETO REDE: Formação docente: intedisciplinaridade e ação docente,2011,2011,EXTENSAO,"['Juliana Pereira Gonçalves de Andrade Araripe', 'Verônica Gitirana Gomes Ferreira', 'Rosinalda Telles', 'Paula Baltar Bellemain']","['NAO', 'SIM', 'NAO', 'NAO']"
