TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK
Metadesign &amp; Natureza: Máquinas Abstratas para a Biomimética,2018,Português,Blucher,"['Rafael Rattes Lima Rocha de Aguiar', 'Leonardo Augusto Gomez Castillo']","['1', '2']",['1']
Biônica e Biomimética no contexto da complexidade e sustentabilidade em projeto,2017,Português,Blücher,"['Rafael Rattes Lima Rocha de Aguiar', 'Rodrigo Barbosa', 'Natália Queiroz']","['1', '2', '3']",['1']
