NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,Uso de Software de Programação no Ensino Fundamental: Um Estudo de Caso da Perspectiva da Interdisciplinaridade Computacional como Facilitador do Aprendizado,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Walquíria Castelo Branco Lins;Ivoneide Mendes da Silva;Gustavo Henrique da Silva Alexandre;,1;2;3;,"LINS, W. C. B.;SILVA, I. M.;ALEXANDRE, GUSTAVO H.S.;",
Mestrado,Evasão no Curso de Sistemas de Informação: Um Estudo Aplicado à Disciplina de Algorítimos e Programação,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Walquíria Castelo Branco Lins;Ivoneide Mendes da Silva;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;LINS, W. C. B.;SILVA, I. M.;",
Mestrado,Fatores que Auxiliam na Implantação de Métodos Ágeis: um mapeamento sistemático da literatura,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Felipe Santana Furtado Soares;Fernando Selleri Silva;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;SOARES, F. S. F.;SILVA, F. S.;",
Mestrado,"TesteCHAMES - Uma plataforma de avaliação do conhecimento, habilidades e atitudes, exigidos pelo mercado brasileiro, na área de engenharia de software",2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Walquíria Castelo Branco Lins;Maria Lencastre Pinheiro de Menezes e Cruz;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;LINS, W. C. B.;CRUZ, M. L. P. M. E.;",
Mestrado,Complexidade em Projetos de Sofware: Uma Revisão Sistemática da Literatura,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Allan Rodrigo dos Santos Araújo;Ivaldir Honório de Farias Júnior;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;ARAUJO, A. R. S.;FARIAS JUNIOR, I. H.;",
Mestrado,STEP BOX: Uma  proposta de Serviço de Transporte com Economia Partilhada,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Felipe Santana Furtado Soares;Ivaldir Honório de Farias Júnior;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;SOARES, F. S. F.;FARIAS JUNIOR, I. H.;",
Mestrado,Uma Análise sobre o Foco de Atenção em Engenharia de Sofware,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Alberto Cesar Cavalcanti França;George Marsicano Corrêa;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;FRANCA, A. C. C.;CORREA, G. M.;",
Mestrado,As Relações entre o Design e o Design Instrucional na Formação de Gerentes de Projetos através do Ensino à Distância,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Design de Artefatos Digitais,Gustavo Henrique da Silva Alexandre;Walter Franklin M. Correia;Janaína de Holanda Costa Calazans;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;CORREIA, W. F. M.;CALAZANS, J. H. C.;",
Mestrado,Mapeamento sistemático sobre Segurança em Middleware para Internet das Coisas,2017,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Felipe Silva Ferraz;Maria Carolina Torres da Silva;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;FERRAZ, F. S.;SILVA, M. C. T.;",
Mestrado,Análise Sobre Métricas nos Contratos de Fábricas de Software no Âmbito da Administração Pública Federal,2018,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Felipe Santana Furtado Soares;Luiz Sérgio Plácido da Silva;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;SOARES, F. S. F.;SILVA, L. S. P.;",
Mestrado,Identificação e autenticação em ambientes heterogêneos: Um mecanismo baseado em dupla verificação para IoT,2018,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Felipe Silva Ferraz;Maria Carolina Torres da Silva;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;FERRAZ, F. S.;SILVA, M. C. T.;",
Mestrado,Testbeds para Soluções de Internet das Coisas: Um Mapeamento Sistemático,2018,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Felipe Silva Ferraz;Maria Carolina Torres da Silva;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;FERRAZ, F. S.;SILVA, M. C. T.;",
Mestrado,Dívidas Técnicas em Equipes de Desenvolvimento Ágil: Um Mapeamento Sistemático,2019,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Felipe Santana Furtado Soares;Jorge Cavalcanti Barbosa Fonsêca;,1;2;3;,"ALEXANDRE, G. H. S.;SOARES, F. S. F.;FONSECA, J. C. B.;",
Mestrado,GestorBOX: Ambiente Virtual de Aprendizagem Gamificado Aplicado ao Ensino de Empreendedorismo,2015,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Genésio Gomes da Cruz Neto;,1;2;,"ALEXANDRE, GUSTAVO H. S.;CRUZ NETO, G. G.;",
