NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,Alinhando Projetos de Software aos objetivos estratégicos do negócio através de GQM+Strategies: Um enfoque no Serviço Público Brasileiro,2016,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Felipe Santana Furtado Soares;Rômulo César Dias de Andrade;,1;2;3;,"ALEXANDRE, G. H. S.;SOARES, F. S. F.;ANDRADE, R. C. D.;",
Mestrado,APLICAÇÃO DE ATIVIDADES DESPLUGADAS NO ENSINO DE PROGRAMAÇÃO NO CURSO SUPERIOR DE SISTEMA DE INFORMAÇÃO,2016,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Alberto Cesar Cavalcanti França;ROZELMA SOARES DE FRANCA;,1;2;3;,"ALEXANDRE, G. H. S.;FRANCA, A. C. C.;FRANCA, R. S.;",
Mestrado,SHERLOCK: AMBIENTE VIRTUAL DE APRENDIZAGEM COLABORATIVA BASEADO EM PROBLEMAS,2016,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Walquíria Castelo Branco Lins;EVANDRO DE BARROS COSTA;,1;2;3;,"ALEXANDRE, G. H. S.;LINS, W. C. B.;COSTA, E. B.;",
Mestrado,CROWD LITERATURE REVIEW ? UMA FERRAMENTA PARA APOIAR O PROCESSO DE REVISÃO SISTEMÁTICA DA LITERATURA DE FORMA COLABORATIVA,2016,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Walquíria Castelo Branco Lins;Danilo Monteiro Ribeiro;,1;2;3;,"ALEXANDRE, G. H. S.;LINS, W. C. B.;RIBEIRO, D. M.;",
Mestrado,Análise do Impacto das Boas Práticas de Big Data na Administração Pública Federal,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Fernando Selleri Silva;,1;2;,"ALEXANDRE, GUSTAVO H.S.;SILVA, F. S.;",
Mestrado,Aplicação de Uma Estratégia Incremental de Gestão Ágil de Projetos com Aderência Ao CMMI em um Projeto de Implantação de ERP,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Fernando Selleri Silva;Felipe Santana Furtado Soares;,1;2;3;,"ALEXANDRE, GUSTAVO H.S.;SILVA, F. S.;SOARES, F. S. F.;",
Mestrado,Gestão do Conhecimento em Empresas de Software do Porto  Digital,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Fernando Selleri Silva;Felipe Santana Furtado Soares;,1;2;3;,"ALEXANDRE, GUSTAVO H.S.;SILVA, F. S.;SOARES, F. S. F.;",
Mestrado,USO DE BIG DATA NO PLANEJAMENTO URBANO EM CIDADES  INTELIGENTES: Um mapeamento sistemático,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Fernando Selleri Silva;Felipe Silva Ferraz;,1;2;3;,"ALEXANDRE, GUSTAVO H.S.;SILVA, F. S.;FERRAZ, F. S.;",
Mestrado,Uso dos Métodos Ágeis em Escala no Contexto de Desenvolvimento Distribuído de Software: Uma Revisão Sistemática da Literatura,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Fernando Selleri Silva;Felipe Santana Furtado Soares;,1;2;3;,"ALEXANDRE, GUSTAVO H.S.;SILVA, F. S.;SOARES, F. S. F.;",
Mestrado,O Uso de Práticas Devops no desenvolvimento de Software na Universidade Federal do Acre,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Carlos Diego Cavalcanti Pereira;Felipe Silva Ferraz;,1;2;3;,"ALEXANDRE, GUSTAVO H.S.;PEREIRA, C. D. C.;FERRAZ, F. S.;",
Mestrado,Adoção da Tecnologia Blockchain na Educação: Uma Revisão Sistemática,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Ariane Nunes Rodrigues;Felipe Silva Ferraz;,1;2;3;,"ALEXANDRE, GUSTAVO H.S.;RODRIGUES, A. N.;FERRAZ, F. S.;",
Mestrado,Analisar a Utilização de Metodologias Ágeis por Meio do Framework Scrum na Formação Profissional do Acadêmico de Sistemas para Internet da Faculdade de Tecnologia do Amapá  - META,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Engenharia de Software,Gustavo Henrique da Silva Alexandre;Manuel Gonçalves  da Silva Neto;Walquíria Castelo Branco Lins;,1;2;3;,"ALEXANDRE, GUSTAVO H. S.;SILVA NETO, M. G.;LINS, W. C. B.;",
