TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Os robôs em sala de aula:Desmistificação da tecnologia atravésda plataforma colaborativa Robô Livre.,2012,,Português,Revista IBGM,XX,2179-846X,"['Rodrigo Pessoa Medeiros', 'Henrique Braga Foresti', 'Paulo Faltay Filho']","['1', '2', '3']",['2'],-99
Os Robôs se Libertam,2011,,Português,Revista Espírito Livre,XX,2236-031X,['Henrique Braga Foresti'],['1'],['1'],-99
