TITLE,YEAR,DOI,LANG,JOURNAL,QUALIS,ISSN,AUTHOR,ORDER,ORDER_OK,JCR
Availability analysis of the Brazilian?s national weather measurement system,2019,10.5335/rbca.v11i3.10026,Inglês,REVISTA BRASILEIRA DE COMPUTAÇÃO APLICADA,B5,2176-6649,"['Diego de Freitas Bezerra', 'José Clodoalves da Silva Junior', 'Glauco Estácio Gonçalves', 'Victor Wanderley Costa de Medeiros']","['1', '2', '3', '4']",['1'],-99
Aggregating data center measurements for availability analysis,2020,10.1002/spe.2934,Inglês,SOFTWARE-PRACTICE &amp; EXPERIENCE,XX,0038-0644,"['Élisson da Silva Rocha', 'Judith Kelner', 'Djamel Fawzi Hadj Sadok', 'Patricia Takako Endo', 'Leylane Graziele Ferreira da Silva', 'Guto Leoni Santos', 'Diego de Freitas Bezerra', 'André Moreira', 'Glauco Estácio Gonçalves', 'Maria Valéria Marquezini', 'Amardeep Mehta', 'Mattias Wildeman']","['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9']",['4'],-99
Towards a control-as-a-service architecture for smart environments,2021,10.1016/j.simpat.2020.102194,Inglês,SIMULATION MODELLING PRACTICE AND THEORY,XX,1569-190X,"['Diego de Freitas Bezerra', 'DE MEDEIROS, VICTOR WANDERLEY COSTA', 'GONÇALVES, GLAUCO ESTÁCIO']","['1', '2', '3']",['1'],2.426
Optimizing NFV placement for distributing micro-data centers in cellular networks,2021,10.1007/s11227-021-03620-y,Inglês,JOURNAL OF SUPERCOMPUTING,XX,0920-8542,"['Diego de Freitas Bezerra', 'MEHTA, AMARDEEP', 'WILDEMAN, MATTIAS', 'ENDO, PATRICIA TAKAKO', 'SANTOS, GUTO LEONI', 'GONÇALVES, GLAUCO', 'MOREIRA, ANDRÉ', 'DA SILVA, LEYLANE GRAZIELE FERREIRA', 'DA SILVA ROCHA, ÉLISSON', 'MARQUEZINI, MARIA VALÉRIA', 'KELNER, JUDITH', 'SADOK, DJAMEL']","['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9']",['1'],-99
Discrete controller synthesis applied to smart greenhouse,2022,10.1016/j.suscom.2022.100679,Inglês,Sustainable Computing-Informatics &amp; Systems,XX,2210-5379,"['Diego de Freitas Bezerra', 'Victor Wanderley Costa de Medeiros', 'GONÇALVES, GLAUCO']","['1', '2', '3']",['1'],-99
Service Function Chain Placement in Distributed Scenarios: A Systematic Review,2022,10.1007/s10922-021-09626-4,Inglês,Journal of Network and Systems Management,XX,1064-7570,"['SANTOS, GUTO LEONI', 'Judith Kelner', 'Djamel Sadok', 'ENDO, PATRICIA TAKAKO', 'Diego de Freitas Bezerra', 'ROCHA, ÉLISSON DA SILVA', 'FERREIRA, LEYLANE', 'MOREIRA, ANDRÉ LUIS CAVALCANTI', 'Glauco Estácio Gonçalves', 'MARQUEZINI, MARIA VALÉRIA', 'RECSE, ÁKOS', 'MEHTA, AMARDEEP']","['1', '10', '11', '12', '2', '3', '4', '5', '6', '7', '8', '9']",['2'],1.676
