NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,A Potencialização da Experiência do Usuário no Uso de Realidade Aumentada em Interação com Espaços Públicos,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Design,Eduardo Oliveira;Nilson Valdevino Soares;Anthony José Da Cunha Carneiro Lins;,1;2;3;,"Oliveira, E.;SOARES, Nilson Valdevino;LINS, Anthony José;",
Mestrado,Modelagem tridimensional digital através de ferramentas de fotogrametria: método para criação com ferramentas de baixo custo,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Design,Nilson Valdevino Soares;Adailton Laporte de Alencar;Luiz Francisco Alves de Araújo;Eduardo José Gonçalves de Oliveira;,1;2;3;4;,"SOARES, Nilson Valdevino;ALENCAR, Adailton L.;ARAUJO, Luiz F. A.;OLIVEIRA, Eduardo;",
Mestrado,Construir artefatos para pensar futuros possíveis: e se em 2035 as casas populares fossem feitas de lixo espacial?,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Design,Marcelo Caldas Bressan;Nilson Valdevino Soares;João Roberto Laranjeira de Queiroz;,1;2;3;,"BRESSAN, Marcelo C.;SOARES, Nilson V.;QUEIROZ, João R.L.;",
Mestrado,Aplicativos bancários: uma avaliação sobre os critérios de interfaces para aprimorar a utilização do público idoso,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Design,Adailton Laporte de Alencar;Nilson Valdevino Soares;Luiz Francisco Alves de Araújo;,1;2;3;,"ALENCAR, Adailton L.;SOARES, Nilson V.;ARAUJO, Luiz F. A.;",
Mestrado,"Análise da experiência de uso de aplicativos de navegação GPS para dispositivos Android: uma perspectiva da dimensão da usabilidade, da emoção e da persuasão",2022,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Mestrado Profissional em Design,Nilson Valdevino Soares;Eduardo José Gonçalves de Oliveira;Luiz Francisco Alves de Araújo;Adailton Laporte de Alencar;,1;2;3;4;,"SOARES, Nilson Valdevino;OLIVEIRA, Eduardo;ARAUJO, Luiz F. A.;ALENCAR, Adailton L.;",
