NATUREZA,TITULO,ANO,PAIS,IDIOMA,NOME-DO-CANDIDATO,CODIGO_INSTITUICAO,NOME-DA-INSTITUICAO,NOME-ORGAO,NOME-DO-CURSO,NOME-PARTICIPANTE-BANCA,ORDEM-PARTICIPANTE,NOME-CITACAO-BANCA,NRO-ID-CNPQ
Mestrado,"Lugares Tênues, Olhar Sertanejo: Estudo da Imagem e Imageabilidade de Patos - PB",2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Helda Oliveira Barros;André Gonzaga Falcão;Adailton Laporte de Alencar;José Carlos Porto Arcoverde Junior;,1;2;3;4;,"BARROS, H. O.;FALCAO, A. G.;ALENCAR, A. L.;ARCOVERDE, J. C. P.;",
Mestrado,A Representação da Ancestralidade do Povo de Santo da Cidade de Cachoeira-Ba: Uma Investigação Etnográfica Fundamentada em Conceitos de Design Anthropology no Ilê Axé Alabaxé de Oxalá,2020,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Helda Oliveira Barros;Cláudio Manoel Duarte de Souza;José Carlos Porto Arcoverde Junior;,1;2;3;,"BARROS, H. O.;SOUZA, C. M. D.;ARCOVERDE, J. C. P.;",
Mestrado,Design de Serviços Para a Melhoria da Experiência do Usuário em Reformas Residenciais: Uma Aplicação em Escritórios de Arquitetura de Recife - PE,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Walquíria Castelo Branco Lins;Ana Paula Gaspar Gonçalves;José Carlos Porto Arcoverde Junior;,1;2;3;,"LINS, W. C. B.;GONCALVES, A. P. G.;ARCOVERDE, J. C. P.;",
Mestrado,SER-TÃOECO- Aplicação da metodologia de Design Thinking em projetos orientados para a convivência com o semiárido paraibano,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Walquíria Castelo Branco Lins;Erygeanny Machado de Lira;José Carlos Porto Arcoverde Junior;,1;2;3;,"LINS, W. C. B.;LIRA, E. M.;ARCOVERDE, J. C. P.;",
Mestrado,Elaboração um Modelo de Processo para Produção de Objetos de Virtuais de Aprendizagem para o EAD Fundamentados nos Princípios do Design de Interação e no Design Instrucional para Instituição de Ensino Superior,2021,Brasil,Português,VAZIO,091400000001,Centro de Estudos e Sistemas Avançados do Recife,VAZIO,Design,Helda Oliveira Barros;Francisco Roberto Brito Cunha;José Carlos Porto Arcoverde Junior;,1;2;3;,"BARROS, H. O.;CUNHA, F. R. B.;ARCOVERDE, J. C. P.;",
